client_id,days_since_last_transaction,avg_days_between_transactions,effort_required,status,potential_monthly_profit
1057218,11,1.83,1 Email,churned,53799.26
1057238,2,1.68,1 Visit,active,37868.31
1060920,5,2.82,1 Visit,active,37909.98
1061219,2,1.32,2 Phone calls,active,133273.4
1061432,5,3.57,1 Email,active,87983.14
1061798,2,1.48,1 Email,active,42505.54
1062097,2,1.49,1 Visit,active,56139.32
1064574,2,1.44,2 Phone calls,active,53775.54
1066590,9,1.53,1 Email,churned,146194.5
1067777,10,1.56,1 Visit,churned,71119.11
1070692,2,1.49,1 Email,active,58241.55
1072318,2,3.27,1 Email,active,39430.42
1072447,2,1.59,2 Phone calls,active,38192.53
1073335,5,1.5,2 Phone calls,churned,43609.48
1074263,3,1.51,1 Email,active,52892.7
1074887,2,1.47,1 Email,active,93550.91
1080520,20,2.95,1 Visit,churned,77227.22
1081078,5,1.57,1 Visit,churned,60255.4
1081700,2,1.57,1 Visit,active,61156.23
1081914,3,1.54,2 Phone calls,active,46716.54
1086503,2,1.44,1 Visit,active,50839.53
1086572,2,1.47,2 Phone calls,active,59983.36
1086584,2,1.53,1 Email,active,197759.59
1087422,10,3.86,1 Visit,active,45901.64
1087991,2,1.54,1 Visit,active,58394.99
1088254,2,1.65,2 Phone calls,active,45951.2
1089966,3,1.62,1 Email,active,45284.7
1094636,2,1.45,1 Email,active,85047.08
1094895,2,1.61,2 Phone calls,active,46560.24
1095289,3,1.52,1 Visit,active,128978.05
1098127,3,1.97,2 Phone calls,active,60940.17
1098821,2,1.58,1 Visit,active,37192.41
1099928,2,1.47,1 Visit,active,76556.01
1100989,10,4.76,2 Phone calls,active,40831.85
1101928,2,1.49,1 Visit,active,107137.26
1102882,5,1.84,2 Phone calls,active,83129.6
1110074,3,1.51,1 Email,active,109387.73
1110934,2,1.48,1 Email,active,43315.2
1111061,2,1.45,1 Visit,active,65344.71
1111303,342,27.29,1 Visit,churned,80428.07
1113561,2,1.45,1 Visit,active,204651.66
1115153,2,1.65,1 Email,active,49015.01
1116074,3,1.94,1 Email,active,63978.45
1120983,3,1.72,2 Phone calls,active,55377.88
1121492,2,1.56,1 Visit,active,66219.32
1123869,2,1.49,1 Visit,active,82037.61
1124243,2,1.52,1 Visit,active,46453.3
1125846,12,3.33,1 Email,churned,89624.63
1133418,2,1.44,1 Email,active,46830.34
1133876,2,1.49,1 Email,active,69024.41
1137482,2,1.59,2 Phone calls,active,66770.71
1138397,2,1.49,1 Email,active,94771.5
1138882,10,2.77,1 Visit,churned,45059.73
1140655,2,1.58,1 Email,active,46108.2
1140720,3,1.65,1 Visit,active,94914.33
1147910,3,3.0,2 Phone calls,active,51663.61
1148306,4,1.54,1 Visit,active,45654.48
1152568,2,1.44,1 Visit,active,117882.96
1152581,11,2.92,1 Email,churned,60697.87
1153183,10,2.21,2 Phone calls,churned,46097.23
1153281,2,1.53,1 Visit,active,89108.91
1159288,2,1.46,2 Phone calls,active,74099.41
1160732,2,1.7,1 Email,active,41754.94
1162413,2,1.26,1 Email,active,52972.42
1167160,2,1.51,2 Phone calls,active,58917.12
1168370,2,1.47,1 Email,active,87510.34
1169471,3,1.58,2 Phone calls,active,44843.49
1172010,5,1.56,2 Phone calls,churned,56636.04
1172059,10,1.63,2 Phone calls,churned,40655.56
1172375,2,1.48,1 Visit,active,81328.68
1173820,3,1.51,2 Phone calls,active,52027.62
1174089,3,1.77,2 Phone calls,active,36678.87
1183219,2,1.51,1 Email,active,84339.34
1183246,9,1.58,1 Email,churned,62325.56
1185130,2,1.47,1 Email,active,118691.85
1189655,10,1.57,1 Visit,churned,242086.6
1190655,4,1.63,2 Phone calls,active,65250.91
1192884,2,1.56,2 Phone calls,active,48482.3
1195140,5,1.66,1 Email,churned,71763.23
1196079,11,4.03,1 Visit,active,64760.42
1197366,2,1.56,1 Visit,active,61344.81
1197663,13,1.77,2 Phone calls,churned,83543.26
1199544,4,13.84,2 Phone calls,active,36239.9
1199705,10,3.28,2 Phone calls,churned,36988.51
1199719,2,1.37,1 Visit,active,108610.3
1200357,5,1.68,1 Email,active,47714.02
1200377,3,1.81,1 Email,active,41436.71
1201184,9,2.3,2 Phone calls,churned,37210.81
1202795,2,1.56,1 Visit,active,58759.56
1202835,2,1.45,2 Phone calls,active,240579.01
1206881,3,3.62,1 Email,active,62872.35
1207077,2,1.44,1 Email,active,127392.86
1207268,2,1.59,1 Visit,active,38522.43
1211835,9,2.22,1 Visit,churned,37607.65
1213167,2,1.8,2 Phone calls,active,36808.7
1214033,2,1.69,1 Visit,active,68023.41
1219777,10,2.52,1 Visit,churned,43711.6
1224310,4,1.63,1 Email,active,36776.29
1224856,12,7.34,1 Email,active,37213.88
1225282,122,2.38,1 Visit,churned,62845.2
1225656,4,1.48,1 Email,active,67071.0
1226179,2,1.44,2 Phone calls,active,129636.27
1228003,3,1.73,2 Phone calls,active,36224.45
1228309,11,2.17,1 Visit,churned,37000.15
1229867,2,1.45,2 Phone calls,active,62884.48
1230637,2,1.42,2 Phone calls,active,67401.42
1231491,2,1.44,2 Phone calls,active,55697.6
1232507,3,1.45,2 Phone calls,active,258976.89
1234281,2,1.56,1 Email,active,44702.32
1235437,2,1.45,1 Visit,active,40461.96
1235932,3,1.72,2 Phone calls,active,85518.24
1236887,3,1.56,2 Phone calls,active,65991.54
1238943,3,1.55,1 Visit,active,43038.44
1239267,3,1.66,1 Email,active,58380.52
1242569,9,1.51,1 Visit,churned,91733.73
1245346,3,1.45,1 Email,active,184080.53
1245638,9,2.1,1 Email,churned,88238.1
1246822,2,1.62,1 Visit,active,59529.25
1247708,2,1.49,1 Email,active,61891.84
1247776,2,1.53,1 Email,active,46779.26
1248683,9,1.95,1 Email,churned,36803.44
1249092,2,1.44,1 Visit,active,75991.68
1251083,3,1.72,2 Phone calls,active,73432.1
1252913,3,1.59,1 Visit,active,38063.46
1253228,5,1.67,1 Visit,churned,55643.87
1253452,3,1.7,1 Visit,active,39359.54
1253645,2,1.76,1 Visit,active,48613.45
1255333,9,1.69,1 Email,churned,53842.91
1255733,2,1.53,2 Phone calls,active,53425.29
1257195,2,1.5,1 Email,active,79051.73
1265534,5,2.3,1 Email,active,43993.39
1266514,2,1.44,2 Phone calls,active,61121.38
1267503,10,1.48,2 Phone calls,churned,81103.85
1272143,2,1.54,2 Phone calls,active,37848.87
1275836,2,1.45,1 Email,active,50584.2
1276388,3,1.5,2 Phone calls,active,110351.75
1276554,4,1.83,1 Visit,active,41833.64
1277127,3,1.49,1 Visit,active,74528.91
1278072,67,1.62,1 Email,churned,148753.93
1278245,2,1.5,1 Email,active,43271.62
1278679,9,1.61,1 Email,churned,48845.21
1279952,2,1.44,2 Phone calls,active,156369.95
1285921,4,1.53,1 Email,active,40451.21
1286854,2,1.44,2 Phone calls,active,52353.01
1287482,2,1.65,1 Email,active,46401.68
1292183,2,1.44,1 Email,active,51241.01
1292640,2,1.89,1 Visit,active,42460.9
1294746,2,1.86,2 Phone calls,active,47481.2
1295190,9,2.62,1 Visit,churned,36114.18
1296144,2,1.44,1 Email,active,62630.81
1301817,5,3.46,1 Email,active,70399.91
1306226,4,3.68,1 Email,active,40004.66
1306848,9,1.47,2 Phone calls,churned,105009.84
1307079,5,1.69,1 Visit,active,88146.81
1307496,4,1.69,2 Phone calls,active,84685.48
1309087,10,1.68,2 Phone calls,churned,39018.01
1311936,2,1.55,2 Phone calls,active,38903.22
1314676,2,1.46,2 Phone calls,active,65091.24
1315527,2,1.45,2 Phone calls,active,102773.94
1315832,4,1.84,2 Phone calls,active,37767.39
1319549,2,1.44,2 Phone calls,active,68054.38
1319656,4,1.58,2 Phone calls,active,42170.04
1320104,2,1.62,1 Visit,active,40582.45
1322020,2,1.46,1 Visit,active,78041.31
1323849,2,1.52,1 Email,active,38127.08
1323893,2,1.46,1 Email,active,48625.2
1325246,2,1.73,1 Visit,active,38760.32
1326247,3,2.18,1 Visit,active,67696.04
1329298,2,1.53,2 Phone calls,active,168800.0
1330222,3,1.4,1 Visit,active,127192.49
1330235,2,1.64,1 Email,active,52273.87
1332210,2,1.59,2 Phone calls,active,60841.17
1335899,2,1.45,2 Phone calls,active,84466.93
1336351,2,1.5,1 Email,active,53127.83
1339893,2,1.43,1 Visit,active,181069.94
1341154,10,1.84,1 Visit,churned,40419.44
1342317,2,1.45,1 Visit,active,125132.91
1344561,4,1.88,1 Email,active,170750.66
1347437,3,2.11,1 Visit,active,72996.4
1348505,2,1.46,1 Visit,active,136582.9
1348829,4,1.85,1 Email,active,71100.68
1354396,2,1.46,1 Email,active,108669.64
1354446,2,1.5,1 Visit,active,72563.31
1355846,4,3.13,2 Phone calls,active,39597.76
1361894,3,1.47,1 Email,active,88426.99
1361966,2,1.48,1 Email,active,98062.31
1362985,2,1.45,2 Phone calls,active,69593.04
1364491,10,4.59,1 Visit,active,75902.8
1364727,2,1.47,1 Email,active,46155.56
1365251,9,1.57,2 Phone calls,churned,36653.08
1365256,2,1.45,1 Email,active,68791.61
1366779,2,1.45,2 Phone calls,active,57756.01
1367588,2,1.74,1 Email,active,37506.34
1368716,2,1.48,2 Phone calls,active,54974.26
1371799,2,1.52,1 Visit,active,40277.61
1372020,3,1.95,2 Phone calls,active,44448.28
1372496,5,1.98,1 Visit,active,197811.55
1373528,2,1.76,1 Visit,active,45397.64
1375758,2,1.44,1 Email,active,53235.71
1375779,5,1.56,2 Phone calls,churned,62508.46
1378802,2,1.44,1 Visit,active,112754.05
1379354,10,1.92,1 Visit,churned,52043.8
1384459,2,1.47,2 Phone calls,active,154080.39
1386568,9,1.58,1 Visit,churned,221854.71
1388910,4,1.5,1 Visit,active,95868.14
1389827,2,1.44,1 Visit,active,44913.36
1391269,3,2.9,1 Visit,active,59223.29
1394239,4,1.47,1 Email,active,46213.31
1394528,355,1.47,2 Phone calls,churned,85132.24
1394573,2,1.46,2 Phone calls,active,41087.9
1395153,2,1.52,2 Phone calls,active,68760.2
1399590,3,1.47,1 Email,active,46515.75
1399604,3,1.47,1 Email,active,62298.6
1399812,4,1.64,2 Phone calls,active,51210.27
1400063,2,1.58,1 Email,active,52642.09
1401834,5,1.89,1 Visit,active,59786.28
1401937,2,1.45,1 Visit,active,36299.8
1403538,2,1.45,2 Phone calls,active,57561.84
1404961,360,1.93,2 Phone calls,churned,86776.7
1405856,2,1.5,1 Email,active,44966.92
1406235,2,1.46,1 Email,active,38316.15
1406355,4,1.48,1 Visit,active,76136.16
1408864,2,1.49,1 Visit,active,86488.71
1411356,2,1.63,1 Email,active,39060.71
1412142,2,1.45,1 Visit,active,116928.4
1413548,2,1.45,1 Email,active,36449.7
1415806,2,1.44,2 Phone calls,active,75425.15
1416929,9,1.56,2 Phone calls,churned,48104.04
1419468,2,1.44,2 Phone calls,active,107699.41
1423548,2,1.44,1 Visit,active,44096.65
1427960,2,1.44,1 Email,active,48159.49
1430104,2,1.47,1 Visit,active,67583.24
1430290,10,1.7,2 Phone calls,churned,105872.45
1430988,2,1.44,1 Email,active,85650.56
1431063,2,1.45,2 Phone calls,active,79568.0
1432531,2,1.45,1 Visit,active,302661.25
1434391,0,1.43,1 Email,active,68518.61
1435280,2,1.44,1 Email,active,46967.59
1438680,3,1.54,1 Visit,active,69284.42
1439652,4,2.14,2 Phone calls,active,70989.54
1440389,2,1.44,1 Email,active,239916.34
1442632,9,1.9,1 Visit,churned,39462.06
1444500,2,1.3,1 Visit,active,228767.01
1445989,2,1.44,1 Visit,active,177524.5
1447199,9,1.59,1 Email,churned,69952.46
1452140,2,1.68,1 Email,active,39767.36
1459160,3,1.5,1 Email,active,70118.44
1461561,3,1.45,2 Phone calls,active,206426.34
1462094,2,1.57,1 Email,active,54732.04
1464751,5,2.17,2 Phone calls,active,44219.34
1466118,4,1.57,1 Visit,active,59788.49
1466819,2,1.51,1 Visit,active,63253.37
1467094,2,1.56,1 Email,active,56930.74
1468024,3,1.78,1 Visit,active,82314.4
1470656,3,1.53,2 Phone calls,active,287860.81
1472383,2,1.61,1 Email,active,51233.18
1474590,30,57.27,1 Visit,active,38359.07
1475340,3,1.51,1 Visit,active,45289.11
1475964,9,1.62,2 Phone calls,churned,54673.18
1479831,2,1.59,2 Phone calls,active,50962.66
1480577,3,1.64,1 Visit,active,43637.99
1482926,9,1.44,1 Visit,churned,154077.4
1485314,2,1.53,2 Phone calls,active,70409.86
1487225,3,1.85,1 Visit,active,66717.85
1488213,2,1.46,1 Visit,active,38642.95
1492058,3,1.52,2 Phone calls,active,39249.84
1492190,10,1.64,1 Visit,churned,86908.6
1492994,2,1.46,1 Email,active,137193.49
1497814,4,1.55,1 Email,active,42978.19
1500922,2,1.63,1 Visit,active,42786.33
1504600,3,2.27,2 Phone calls,active,79533.16
1506304,2,1.69,1 Visit,active,39116.61
1508436,2,1.44,1 Email,active,67848.56
1509241,9,1.49,1 Visit,churned,99951.25
1517824,2,1.76,1 Visit,active,153570.03
1518658,2,1.44,1 Visit,active,47262.1
1520596,2,1.46,2 Phone calls,active,45091.93
1523348,2,1.52,1 Email,active,42231.08
1525076,9,1.7,1 Visit,churned,66483.59
1525545,9,1.64,2 Phone calls,churned,93686.04
1527997,10,2.34,1 Email,churned,41122.24
1528503,9,1.61,1 Email,churned,66636.34
1536566,3,2.41,2 Phone calls,active,57583.48
1538838,2,1.46,2 Phone calls,active,79395.95
1539945,2,1.42,1 Visit,active,36200.58
1540443,3,1.91,2 Phone calls,active,49353.54
1541028,2,1.58,2 Phone calls,active,45787.74
1541548,2,1.84,2 Phone calls,active,52871.04
1542078,2,1.44,1 Email,active,184039.46
1542223,3,1.56,1 Visit,active,99416.24
1542288,5,1.56,2 Phone calls,churned,70049.04
1542373,2,1.46,1 Email,active,37867.01
1544867,9,3.51,2 Phone calls,active,93806.86
1544929,12,3.15,1 Email,churned,42375.98
1552980,2,1.44,1 Visit,active,501704.88
1552983,9,2.19,1 Email,churned,70216.88
1554575,3,1.45,2 Phone calls,active,46406.83
1556263,68,4.02,1 Email,churned,57690.21
1557652,3,1.54,2 Phone calls,active,74784.28
1558643,2,1.67,1 Visit,active,63748.34
1561399,2,1.44,2 Phone calls,active,55098.35
1562125,2,1.73,1 Email,active,49850.32
1563891,4,1.61,1 Email,active,65684.85
1565218,2,1.52,1 Visit,active,91166.69
1566106,3,1.66,1 Visit,active,52738.64
1570465,2,2.28,1 Email,active,61582.28
1571090,9,1.94,2 Phone calls,churned,55125.91
1571479,2,1.69,2 Phone calls,active,43651.32
1572986,9,1.73,2 Phone calls,churned,53679.39
1573269,9,1.91,1 Email,churned,104692.72
1575569,2,1.53,1 Visit,active,48943.15
1576427,4,1.6,1 Visit,active,65597.91
1577519,2,1.6,1 Visit,active,37645.04
1580202,3,1.77,1 Visit,active,76097.54
1582727,11,2.33,1 Visit,churned,82475.76
1582843,2,1.46,1 Visit,active,90345.36
1583937,9,1.62,1 Visit,churned,90064.23
1585911,9,2.32,2 Phone calls,churned,36518.86
1586814,2,1.46,2 Phone calls,active,104264.6
1587101,2,1.44,1 Visit,active,188115.02
1592247,3,1.57,2 Phone calls,active,109927.25
1592949,2,1.49,1 Visit,active,122460.18
1595424,2,1.5,1 Email,active,95307.26
1596618,2,1.68,1 Visit,active,68854.23
1597088,44,24.39,2 Phone calls,active,53361.4
1600012,2,1.47,1 Email,active,87291.79
1600227,4,2.84,1 Visit,active,42131.72
1602946,2,1.52,1 Email,active,48797.85
1603342,9,2.94,2 Phone calls,churned,52690.25
1604243,2,1.45,2 Phone calls,active,43936.1
1604281,9,1.76,1 Visit,churned,60721.82
1604652,32,7.73,1 Email,churned,41678.18
1605331,2,1.5,1 Visit,active,51490.3
1605559,2,1.5,1 Email,active,85247.55
1605783,2,1.54,2 Phone calls,active,45166.96
1606013,3,1.78,2 Phone calls,active,36904.21
1606369,2,1.45,1 Visit,active,127880.46
1608313,10,2.01,1 Visit,churned,38410.6
1611579,2,1.45,1 Visit,active,97593.7
1612277,2,1.51,1 Email,active,67449.98
1613036,2,1.44,1 Visit,active,59220.96
1614115,2,1.53,2 Phone calls,active,39340.62
1614636,2,1.63,1 Email,active,36676.8
1616101,2,1.59,2 Phone calls,active,72362.34
1621313,271,1.53,1 Visit,churned,60188.02
1621960,9,1.75,1 Visit,churned,88705.71
1623075,3,1.98,2 Phone calls,active,46076.56
1627565,3,2.03,1 Email,active,38053.95
1627628,11,1.69,1 Email,churned,39568.84
1628050,3,1.83,2 Phone calls,active,41969.45
1630677,2,1.45,2 Phone calls,active,132097.32
1633062,2,2.06,2 Phone calls,active,91717.02
1635829,4,1.73,1 Visit,active,47166.32
1636550,10,1.87,1 Visit,churned,53601.66
1638922,2,1.88,2 Phone calls,active,58310.34
1639064,2,1.59,1 Visit,active,37739.43
1640730,4,2.54,2 Phone calls,active,43462.29
1643098,2,1.45,1 Visit,active,111698.8
1646896,9,1.61,2 Phone calls,churned,66004.55
1649231,11,2.38,1 Visit,churned,36631.41
1656170,2,1.48,2 Phone calls,active,73242.91
1657523,2,1.55,1 Visit,active,39198.17
1663565,2,1.46,1 Visit,active,62004.32
1665002,3,1.66,1 Visit,active,59646.66
1665304,2,1.55,2 Phone calls,active,76669.89
1665802,2,1.44,1 Visit,active,98753.58
1665874,2,1.48,1 Visit,active,53296.38
1666266,2,1.44,2 Phone calls,active,134270.64
1666866,2,1.48,1 Visit,active,93773.35
1667347,2,1.53,1 Visit,active,44623.86
1668756,2,1.44,2 Phone calls,active,284911.89
1672231,9,1.63,1 Visit,churned,57916.08
1673444,2,1.56,2 Phone calls,active,97327.85
1675712,2,1.87,2 Phone calls,active,50389.96
1675805,11,4.53,1 Email,active,39705.15
1677414,2,1.77,1 Visit,active,37711.08
1677494,2,1.49,2 Phone calls,active,72346.85
1678158,9,3.17,2 Phone calls,active,41133.5
1678377,2,1.51,1 Email,active,54868.61
1678916,9,1.69,2 Phone calls,churned,65160.8
1679800,10,1.52,1 Email,churned,49525.76
1679880,2,1.77,1 Email,active,38687.14
1680100,9,1.94,1 Email,churned,70451.29
1683770,3,1.68,1 Email,active,37253.66
1685351,2,1.46,2 Phone calls,active,82868.11
1686478,2,1.44,1 Visit,active,48363.7
1688054,2,1.46,2 Phone calls,active,157197.84
1693565,52,3.17,2 Phone calls,churned,59257.1
1697269,3,1.5,1 Visit,active,93785.16
1698074,2,1.59,1 Email,active,47437.91
1707653,2,1.44,1 Email,active,62836.42
1708246,4,1.63,1 Visit,active,62089.71
1708388,2,1.46,1 Visit,active,171240.55
1710016,2,1.57,1 Visit,active,51000.66
1714976,2,1.55,1 Visit,active,53980.86
1715764,2,1.51,1 Email,active,42291.45
1715942,2,1.49,1 Email,active,49231.8
1716337,2,1.5,1 Visit,active,50867.43
1717937,3,1.47,2 Phone calls,active,69788.9
1722816,9,1.54,1 Email,churned,174756.82
1723362,2,1.57,1 Email,active,50956.46
1724290,2,1.47,1 Visit,active,61031.27
1726640,3,1.79,1 Visit,active,44587.82
1728553,2,1.58,1 Visit,active,65955.17
1729848,2,1.5,2 Phone calls,active,70432.02
1731983,2,1.46,1 Visit,active,84151.37
1733135,13,2.44,2 Phone calls,churned,45667.59
1735239,2,1.78,2 Phone calls,active,107195.86
1736276,5,1.66,2 Phone calls,churned,113793.09
1736352,3,1.52,1 Visit,active,46139.01
1738186,2,1.47,1 Visit,active,68544.1
1738545,13,1.85,1 Email,churned,56687.92
1741548,59,7.58,1 Email,churned,46543.63
1743946,9,2.37,2 Phone calls,churned,64706.71
1744230,12,2.24,1 Visit,churned,44917.6
1744670,2,1.51,1 Email,active,48300.56
1744921,100,1.64,1 Visit,churned,59321.2
1745613,2,1.51,2 Phone calls,active,66285.88
1746803,4,1.53,2 Phone calls,active,41851.89
1751691,9,1.82,1 Visit,churned,47741.16
1752582,2,1.84,1 Email,active,36448.99
1754265,4,1.78,1 Visit,active,51407.16
1759387,3,1.51,1 Visit,active,63984.55
1763429,5,4.53,1 Email,active,46288.76
1763921,2,1.97,1 Visit,active,66865.34
1765043,2,1.44,1 Visit,active,81138.7
1770644,10,1.72,1 Visit,churned,47555.16
1772190,3,2.09,1 Email,active,47589.45
1772686,2,1.45,1 Visit,active,109068.21
1772868,2,1.49,1 Email,active,129410.21
1772875,2,1.62,1 Email,active,43593.0
1773169,2,1.43,1 Visit,active,961922.16
1774260,3,1.45,2 Phone calls,active,137367.61
1777113,3,1.56,1 Email,active,41883.08
1781484,3,1.97,1 Visit,active,40526.2
1781782,10,4.61,1 Visit,active,138900.14
1782234,2,1.45,2 Phone calls,active,43153.25
1785158,2,1.49,1 Email,active,159760.46
1785411,2,1.48,1 Visit,active,36106.15
1785734,3,1.69,1 Email,active,47416.39
1789445,2,3.27,1 Visit,active,37294.79
1789729,2,1.47,1 Visit,active,37664.5
1790677,2,1.6,1 Email,active,36405.79
1791515,2,1.39,1 Visit,active,117833.39
1793336,3,1.49,1 Email,active,70685.17
1794411,3,1.58,1 Visit,active,72805.41
1794667,2,1.45,1 Visit,active,238740.7
1795711,3,1.62,1 Visit,active,39778.38
1798523,2,1.43,2 Phone calls,active,141554.22
1799384,2,1.75,1 Email,active,41051.77
1802620,10,1.95,2 Phone calls,churned,49712.71
1806531,5,1.45,1 Email,churned,150450.94
1807467,2,1.66,2 Phone calls,active,64263.69
1807762,2,1.47,1 Email,active,37161.75
1810123,5,1.49,1 Visit,churned,65028.7
1815987,2,1.45,1 Email,active,136751.1
1816402,10,1.55,2 Phone calls,churned,52619.9
1816517,2,1.47,1 Email,active,193466.1
1819214,3,3.29,1 Email,active,37343.1
1819975,3,1.6,1 Visit,active,39341.35
1821055,4,1.5,1 Visit,active,43052.69
1822114,93,9.08,2 Phone calls,churned,51235.45
1824052,2,1.46,2 Phone calls,active,92309.6
1824460,2,1.97,1 Visit,active,45416.31
1824832,2,1.71,2 Phone calls,active,53513.0
1825445,5,3.11,1 Email,active,47111.29
1826984,3,1.46,1 Email,active,42003.68
1827439,2,1.51,2 Phone calls,active,68061.31
1828052,2,1.58,2 Phone calls,active,42530.9
1828244,2,1.44,1 Email,active,43195.88
1829695,9,1.52,1 Email,churned,58713.04
1830395,2,1.69,2 Phone calls,active,37051.21
1833069,4,1.51,1 Visit,active,44912.35
1837070,2,1.45,1 Email,active,166346.96
1837520,2,1.49,1 Email,active,80237.89
1837545,3,1.44,1 Email,active,43867.01
1838408,2,1.44,1 Visit,active,51247.86
1839598,2,1.47,1 Visit,active,49152.62
1841847,2,1.49,2 Phone calls,active,87408.84
1845492,2,1.48,1 Email,active,57929.47
1848241,9,2.06,2 Phone calls,churned,39892.14
1849128,2,1.69,1 Email,active,37153.76
1850878,2,1.51,1 Email,active,43338.79
1853481,2,1.47,1 Visit,active,98808.1
1855199,2,1.48,1 Email,active,45302.18
1855857,10,1.51,2 Phone calls,churned,42490.81
1856224,3,2.96,1 Visit,active,46975.15
1858212,2,1.64,1 Email,active,52506.75
1859952,9,1.59,2 Phone calls,churned,112937.98
1860260,200,7.15,1 Email,churned,70575.6
1862441,2,1.5,1 Visit,active,44118.4
1863981,2,1.73,1 Email,active,39619.61
1865669,3,1.7,2 Phone calls,active,38632.59
1869871,2,1.45,2 Phone calls,active,38405.34
1873103,2,1.61,2 Phone calls,active,50001.65
1874289,2,1.45,1 Email,active,87464.66
1874460,9,1.47,1 Visit,churned,63883.9
1876534,2,1.48,1 Email,active,105202.2
1877583,2,1.47,1 Email,active,36543.26
1878244,3,1.63,2 Phone calls,active,51254.49
1879369,3,1.48,1 Visit,active,87609.62
1879641,2,1.59,1 Email,active,58708.73
1883627,2,1.44,1 Visit,active,43340.46
1884086,2,1.48,1 Email,active,66773.29
1886274,2,1.46,1 Email,active,49007.59
1886548,3,1.5,1 Email,active,65128.43
1886773,2,1.46,1 Email,active,47029.46
1887048,4,1.54,2 Phone calls,active,68341.36
1888475,19,3.85,2 Phone calls,churned,37300.18
1889854,3,1.42,1 Visit,active,107091.85
1890528,3,1.3,2 Phone calls,active,47957.71
1890932,2,1.49,1 Email,active,83657.81
1894012,3,1.82,1 Visit,active,56111.76
1894490,2,1.61,2 Phone calls,active,49282.92
1894659,9,1.62,1 Email,churned,58022.66
1896963,3,1.68,1 Visit,active,77636.58
1898765,25,2.22,1 Email,churned,55094.01
1898916,4,1.62,1 Visit,active,81945.55
1899604,5,1.77,2 Phone calls,active,48696.95
1900664,2,1.44,1 Email,active,81162.04
1907299,5,2.65,2 Phone calls,active,108315.39
1909014,3,1.48,2 Phone calls,active,325159.55
1910840,2,1.63,1 Email,active,43232.33
1911392,9,1.6,2 Phone calls,churned,40138.4
1913186,2,1.47,1 Email,active,53009.7
1913629,10,6.36,1 Email,active,584202.26
1913887,2,1.44,1 Email,active,54710.62
1915585,2,1.63,1 Email,active,55504.61
1915613,2,1.44,1 Visit,active,44449.9
1915851,9,2.93,1 Visit,churned,75562.75
1917892,9,1.55,1 Email,churned,37614.94
1919899,2,1.46,1 Visit,active,84981.44
1920957,10,1.68,2 Phone calls,churned,39970.78
1921040,2,1.7,1 Visit,active,49284.92
1923484,2,1.44,1 Email,active,134867.29
1927354,3,1.48,1 Visit,active,42044.2
1927666,2,1.45,1 Email,active,183687.41
1927985,3,1.52,1 Email,active,37102.16
1928162,24,3.57,2 Phone calls,churned,44720.53
1928178,9,1.69,1 Visit,churned,42426.62
1928597,2,1.44,2 Phone calls,active,61554.5
1929913,2,1.51,1 Visit,active,53131.6
1932019,3,1.46,1 Email,active,90351.64
1932712,2,1.48,2 Phone calls,active,128107.17
1933156,2,1.47,2 Phone calls,active,38369.79
1933362,2,1.46,1 Email,active,163338.68
1933434,2,1.5,1 Email,active,53587.01
1933493,2,1.7,1 Email,active,39742.24
1933771,2,1.47,1 Visit,active,130721.95
1934466,2,1.52,1 Visit,active,40301.46
1937993,2,1.67,2 Phone calls,active,61991.15
1939150,2,2.02,2 Phone calls,active,41811.95
1939977,2,1.7,1 Email,active,39988.24
1940818,2,1.83,2 Phone calls,active,45825.43
1941720,2,1.49,1 Visit,active,162530.16
1941876,2,1.87,1 Visit,active,64246.68
1942300,2,1.57,2 Phone calls,active,45759.46
1945834,2,4.21,2 Phone calls,active,43456.18
1946333,5,1.61,2 Phone calls,churned,39455.41
1948639,2,1.44,2 Phone calls,active,70821.16
1949846,10,1.69,1 Visit,churned,47532.74
1953099,3,1.43,1 Email,active,89975.21
1953802,2,1.55,1 Visit,active,38319.4
1954668,80,29.76,1 Email,active,85535.34
1954881,3,1.47,2 Phone calls,active,107343.91
1955141,3,1.97,1 Visit,active,50987.76
1955600,3,1.71,1 Visit,active,42587.95
1957799,3,1.48,1 Visit,active,48499.41
1959584,2,1.55,1 Email,active,43997.66
1960184,3,1.54,1 Visit,active,36461.31
1962055,2,1.56,1 Visit,active,37052.5
1964153,10,2.17,1 Visit,churned,67374.29
1968178,10,1.68,1 Visit,churned,46814.46
1973158,2,2.02,1 Email,active,61972.5
1975280,2,1.57,2 Phone calls,active,88976.56
1975776,3,1.51,1 Visit,active,61575.96
1983214,2,1.57,1 Visit,active,229545.29
1984040,2,1.44,1 Visit,active,60053.2
1988469,2,1.52,1 Email,active,77805.71
1990615,2,1.51,2 Phone calls,active,60236.86
1992242,2,1.46,1 Email,active,107300.36
1992415,2,1.46,1 Email,active,50882.47
1997280,97,1.65,2 Phone calls,churned,47721.93
1997395,12,2.29,1 Visit,churned,37619.88
2002776,3,1.47,2 Phone calls,active,83382.8
2003285,2,1.48,1 Visit,active,56364.74
2005661,2,1.41,2 Phone calls,active,115011.27
2005735,4,1.67,1 Visit,active,46059.7
2006233,2,1.46,2 Phone calls,active,84171.99
2008265,3,1.44,1 Email,active,110896.13
2009249,24,7.01,1 Email,churned,52099.32
2010973,2,1.48,1 Email,active,113410.76
2011327,2,1.51,1 Visit,active,77361.21
2011450,2,1.45,1 Visit,active,39177.1
